title,avg_price_eur,format,avg_shipping_eur,free_shipping_pct,total_sold,total_sales_eur,last_sold,bids,removed,source_file
#1267 ORIGINAL ROLEX BOX FÜR ARMBAND OYSTER 78360 TRANSPORTBOX ERSaTZTEILHÜLLE,35.54,Festpreis,6.5,0,1,35.54,1. Jun 2024,-,FALSE,terapeak_rolex_original_p16.html
#1272 ORIGINAL ROLEX DATEJUST 36 CAL 3035 3135 REF 16233 16013 ZIFFERBLATT,172.89,Festpreis,6.69,0,1,172.89,19. Mai 2025,-,FALSE,terapeak_rolex_original_p16.html
#1033 ORIGINAL ROLEX DATEJUST 36 DIAL CAL. 3035 3135 REF 16234 16014 ZIFFERBLATT,181.63,Festpreis,6.47,0,1,181.63,10. Jun 2024,-,FALSE,terapeak_rolex_original_p16.html
#A19 NEU ORIGINAL ROLEX BANDGLIED GLIED OYSTER B32-23391-D1 LINK EDELSTAHL STEEL,90.41,Festpreis,6.54,0,1,90.41,3. Aug 2024,-,FALSE,terapeak_rolex_original_p16.html
#1033 ORIGINAL ROLEX CORAL LADY DATEJUST 69173 69178 KORALLE DIAL ZIFFERBLATT,247.58,Festpreis,28.72,0,1,247.58,20. Jun 2025,-,FALSE,terapeak_rolex_original_p17.html
Glas Original Rolex 25-145 Cyclop Mit Objektiv,148.65,Festpreis,28.29,0,2,297.31,24. Sep 2024,-,FALSE,terapeak_rolex_original_p17.html
#1289 ORIGINAL ROLEX DAYTONA 116520 Y900081 SERIAL HANG TAG ANHÄNGER SCHILD,46.18,Festpreis,0,100,1,46.18,22. Jun 2024,-,FALSE,terapeak_rolex_original_p17.html
#1289 ORIGINAL ROLEX DAYTONA 116520 V289903 SERIAL HANG TAG ANHÄNGER SCHILD,40.45,Festpreis,0,100,1,40.45,23. Okt 2024,-,FALSE,terapeak_rolex_original_p17.html
#1289 ORIGINAL ROLEX DAYTONA 116523 F619055 SERIAL HANG TAG ANHÄNGER SCHILD,34.98,Festpreis,0,100,1,34.98,4. Mrz 2025,-,FALSE,terapeak_rolex_original_p17.html
#1289 ORIGINAL ROLEX DAYTONA NO SERIAL HANG TAG ANHÄNGER SCHILD,38.54,Festpreis,0,100,1,38.54,16. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
#1289 ORIGINAL ROLEX OYSTER SWIMPRUF HANG TAG ANHÄNGER SCHILD HANGTAG GREEN TAG,26.82,Festpreis,0,100,1,26.82,15. Nov 2024,-,FALSE,terapeak_rolex_original_p17.html
"#1302 ORIGINAL ROLEX 24-531-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm",115.81,Festpreis,6.94,0,1,115.81,4. Aug 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1302 ORIGINAL ROLEX 24-531-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm",83.84,Festpreis,26.01,0,1,83.84,23. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
#1302 ORIGINAL ROLEX 3035 DATUMSSCHEIBE DATE DISC OPEN 6 & 9 SCHEIBE 3030 3075,145.87,Festpreis,7.01,0,1,145.87,23. Apr 2026,-,FALSE,terapeak_rolex_original_p17.html
"#1320 ORIGINAL ROLEX 15,4mm BANDGLIED 6251H LINK JUBILEE FOLDED EDELSTAHL GMT DJ",86.19,Festpreis,13.85,0,1,86.19,13. Mai 2025,-,FALSE,terapeak_rolex_original_p17.html
#1320 ORIGINAL ROLEX OYSTERQUARTZ 17000 17000B 17010 BANDGLIED LINK EDELSTAHL,189.08,Festpreis,6.57,0,1,189.08,6. Okt 2024,-,FALSE,terapeak_rolex_original_p17.html
#A14 ORIGINAL ROLEX DATEJUST 36 DIAL BLACK 16233 16013 16018 16238 ZIFFERBLATT,355.68,Festpreis,6.63,0,1,355.68,1. Sep 2024,-,FALSE,terapeak_rolex_original_p17.html
"#1334 NEU ORIGINAL ROLEX 15,4mm BANDGLIED OYSTER SUBMARINER 16610 16660 16600",120.13,Festpreis,6.96,0,1,120.13,16. Nov 2025,-,FALSE,terapeak_rolex_original_p17.html
#1346 ORIGINAL ROLEX MK 1 ZIFFERBLATT 1680 WHITE FEET FIRST SUBMARINER SUB DIAL,1805.69,Festpreis,65.75,0,1,1805.69,6. Okt 2025,-,FALSE,terapeak_rolex_original_p17.html
"#A34 USED ORIGINAL ROLEX 15,5mm BANDGLIED OYSTER GMT DATEJUST 16710 16200 16760",89.07,Festpreis,6.51,0,1,89.07,1. Nov 2024,-,FALSE,terapeak_rolex_original_p17.html
"#A34 USED ORIGINAL ROLEX 15,5mm BANDGLIED OYSTER SUBMARINER SEA DWELLER 16610",76.82,Festpreis,6.28,0,1,76.82,16. Feb 2025,-,FALSE,terapeak_rolex_original_p17.html
#1236 ORIGINAL ROLEX DAYTONA 116523 116528 WHITE CAL 4130 DIAL ZIFFERBLATT,601.71,Festpreis,37.54,0,1,601.71,15. Mai 2025,-,FALSE,terapeak_rolex_original_p17.html
"#791 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm",91.15,Festpreis,28.27,0,1,91.15,24. Apr 2025,-,FALSE,terapeak_rolex_original_p17.html
#1355 NEU ORIGINAL ROLEX 17mm BANDGLIED OYSTER 126600 126660 226570 SEA DWELLER,136.53,Festpreis,6.32,0,1,136.53,28. Nov 2024,-,FALSE,terapeak_rolex_original_p17.html
"#1355 NEU ORIGINAL ROLEX 15,4mm BANDGLIED OYSTER SUBMARINER 16610 16710 16600",133.9,Festpreis,25.89,0,1,133.9,2. Feb 2025,-,FALSE,terapeak_rolex_original_p17.html
#863 ORIGINAL ROLEX SUBMARINER DATE 16610 16800 SWISS MADE ZIFFERBLATT 3035 3135,269.46,Festpreis,26.05,0,1,269.46,29. Dez 2024,-,FALSE,terapeak_rolex_original_p17.html
"#1356 ORIGINAL ROLEX 16,6mm GLIED LINK 6251H JUBILEE FOLDED EDELSTAHL GMT DJ",86.17,Festpreis,6.31,0,1,86.17,15. Nov 2024,-,FALSE,terapeak_rolex_original_p17.html
"#1356 ORIGINAL ROLEX 15,4mm GLIED LINK 6251H JUBILEE FOLDED EDELSTAHL GMT DJ",83.83,Festpreis,25.6,0,1,83.83,13. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
#1382 ORIGINAL ROLEX OYSTERQUARTZ 17000 17000B 17010 BANDGLIED LINK EDELSTAHL,180.77,Festpreis,26.22,0,1,180.77,28. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
#1386 ORIGINAL ROLEX 3135 ROULETTE DATUMSSCHEIBE DATE DISC WEIß WHITE 3130 3175,207.53,Festpreis,6.27,0,1,207.53,22. Nov 2024,-,FALSE,terapeak_rolex_original_p17.html
#1387 ORIGINAL ROLEX OYSTER PUSHER DRÜCKER STAHL 116520 16520 DAYTONA EDELSTAHL,420.88,Festpreis,6.88,0,1,420.88,20. Jun 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1399 ORIGINAL ROLEX 25-7000 SAPHIRGLAS 30,3mm USED GEBRAUCHT DAYTONA 116520",141.58,Festpreis,6.56,0,1,141.58,7. Apr 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1399 ORIGINAL ROLEX 25-286 SAPHIRGLAS 29,3mm USED GEBRAUCHT AIR KING 14000",125.43,Festpreis,6.98,0,1,125.43,16. Aug 2025,-,FALSE,terapeak_rolex_original_p17.html
#1033 ORIGINAL ROLEX DATEJUST 36 DIAL CAL. 3035 3135 REF 16234 16014 ZIFFERBLATT,172.54,Festpreis,6.13,0,1,172.54,14. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
#893 WORKING ORIGINAL ROLEX 1520 1525 8055 BALANCE WHEEL UNRUH KOMPLETT COMPLETE,478.57,Festpreis,7,0,1,478.57,11. Dez 2025,-,FALSE,terapeak_rolex_original_p17.html
#1382 ORIGINAL ROLEX OYSTERQUARTZ 17000 17000B 17010 BANDGLIED LINK EDELSTAHL,179.63,Festpreis,6.25,0,1,179.63,28. Dez 2024,-,FALSE,terapeak_rolex_original_p17.html
ORIGINAL ROLEX B25-114 CRYSTAL GLAS DAY DATE 1803 1804 1802 1807 GEBRAUCHT USED,150.5,Festpreis,6.97,0,1,150.5,16. Okt 2025,-,FALSE,terapeak_rolex_original_p17.html
ROLEX HANG TAG HOLOGRAMM DATEJUST SUBMARINER GMT SIEGEL ANHÄNGER #1290 ORIGINAL,17.64,Festpreis,4.37,0,1,17.64,11. Jan 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1511 ORIGINAL ROLEX 16,5mm BANDGLIED OYSTER 124060 126610 126900 SUBMARINER",139.84,Festpreis,6.8,0,1,139.84,2. Jun 2025,-,FALSE,terapeak_rolex_original_p17.html
#1454 ORIGINAL ROLEX 14mm BANDGLIED OYSTER 78350 EDELSTAHL 15200 14000 GLIED LIN,68.52,Festpreis,6.81,0,1,68.52,26. Apr 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1454 ORIGINAL ROLEX 15,4mm GLIED LINK 6251H JUBILEE FOLDED EDELSTAHL GMT DJ",86.19,Festpreis,13.85,0,1,86.19,13. Mai 2025,-,FALSE,terapeak_rolex_original_p17.html
#1542 ORIGINAL ROLEX 3235-570 ROTOR SCHWUNGMASSE AUTOMATIK OSCILLATING WEIGHT,94.69,Festpreis,64.79,0,1,94.69,5. Aug 2025,-,FALSE,terapeak_rolex_original_p17.html
"#1547 ORIGINAL ROLEX 24-531-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm",109.94,Festpreis,28.98,0,1,109.94,30. Okt 2025,-,FALSE,terapeak_rolex_original_p17.html
#791 ORIGINAL ROLEX 24-603-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER DATEJUST 6mm,130.97,Festpreis,7,0,1,130.97,11. Sep 2025,-,FALSE,terapeak_rolex_original_p17.html
Zenith 3019 443 Halb El Primero 400 Setting Lever Tirette Neu Original,146.39,Festpreis,9.76,0,1,146.39,1. Mai 2025,-,FALSE,terapeak_rolex_original_p17.html
#1033 NEU ORIGINAL ROLEX DAY DATE 118206 118239 WAVE BLUE BLAU DIAL  ZIFFERBLATT,1394.74,Festpreis,158.07,0,1,1394.74,2. Apr 2025,-,FALSE,terapeak_rolex_original_p17.html
#1033 ORIGINAL ROLEX DATEJUST 16233 16013 SILVER JUBILEE DIAMANT ZIFFERBLATT,610.56,Festpreis,9.67,0,1,610.56,2. Mrz 2026,-,FALSE,terapeak_rolex_original_p18.html
#1454 ORIGINAL ROLEX 14mm BANDGLIED OYSTER 78350 EDELSTAHL 15200 14000 GLIED LIN,73.96,Festpreis,6.76,0,1,73.96,4. Mai 2025,-,FALSE,terapeak_rolex_original_p18.html
#1100 ORIGINAL ROLEX DATEJUST 36 DIAL CAL. 3035 3135 REF 16234 16014 ZIFFERBLATT,191.36,Festpreis,6.81,0,1,191.36,24. Mai 2025,-,FALSE,terapeak_rolex_original_p18.html
ORIGINAL ROLEX ZEIGERSATZ HANDSET SUBMARINER DATE 16803 16808 16618 16613 GOLD,201.01,Festpreis,6.99,0,1,201.01,26. Sep 2025,-,FALSE,terapeak_rolex_original_p18.html
#1346 ORIGINAL ROLEX SUBMARINER DATE 16800 168000 MATT SCHWARZ ZIFFERBLATT DIAL,926.51,Festpreis,9.86,0,1,926.51,3. Jun 2025,-,FALSE,terapeak_rolex_original_p18.html
#1589 ORIGINAL ROLEX 2030 2035 4432 UNRUH BALANCE WHEEL 6917 6916 LADY ERSATZTEI,213.59,Festpreis,63.55,0,1,213.59,2. Jun 2025,-,FALSE,terapeak_rolex_original_p18.html
Original Uhrengehäuse Rolex/Tudor (Vintage); Komplett mit Krone,289.81,Festpreis,0,100,1,289.81,3. Sep 2025,-,FALSE,terapeak_rolex_original_p18.html
ORIGINAL ROLEX 24-603-8 KRONE  CROWN GOLD VINTAGE SCREWDOWN OYSTER DATEJUST 6mm,100.28,Festpreis,29.08,0,1,100.28,3. Sep 2025,-,FALSE,terapeak_rolex_original_p18.html
#1033 ORIGINAL ROLEX DATEJUST 36mm CAL 3035 3135 REF 16234 16014 ZIFFERBLATT,164.75,Festpreis,6.9,0,1,164.75,4. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
#1027 ORIGINAL ROLEX GMT MASTER 2 CERAMIC 116710LN 116710  KERAMIK BEZEL LÜNETTE,495.79,Festpreis,7.05,0,1,495.79,9. Mai 2026,-,FALSE,terapeak_rolex_original_p18.html
#1611 ORIGINAL ROLEX 116710 LN GMT MASTER ZEIGER HANDS NEU NEW GMTMASTER 2 LUMI,352.88,Festpreis,65.54,0,1,352.88,17. Aug 2025,-,FALSE,terapeak_rolex_original_p18.html
#1617 ORIGINAL ROLEX 116710 LN GMT MASTER ZEIGER HANDS NEU NEW GMTMASTER 2 LUMI,390.64,Festpreis,65.11,0,1,390.64,27. Okt 2025,-,FALSE,terapeak_rolex_original_p18.html
#1617 ORIGINAL ROLEX GMT MASTER 2 CERAMIC 116710BLNR KERAMIK BEZEL INSERT BATMAN,812.44,Festpreis,66.01,0,1,812.44,20. Sep 2025,-,FALSE,terapeak_rolex_original_p18.html
#1617 ORIGINAL ROLEX GMT MASTER 2 CERAMIC 116710BLNR KERAMIK BEZEL INSERT BATMAN,903.68,Festpreis,25.1,0,1,903.68,19. Okt 2025,-,FALSE,terapeak_rolex_original_p18.html
#1628 ORIGINAL ROLEX DAY DATE 1803 1802 1807 WIDE BOY 1555 1556 ZIFFERBLATT DIAL,556.85,Festpreis,39.48,0,1,556.85,22. Apr 2026,-,FALSE,terapeak_rolex_original_p18.html
#1628 ORIGINAL ROLEX 1555 1556 BALANCE WHEEL COMPLETE HAIRSPRING BLUE UNRUH,505.7,Festpreis,7.03,0,1,505.7,15. Dez 2025,-,FALSE,terapeak_rolex_original_p18.html
#1628 ORIGINAL ROLEX 1555 1556 DAY DATE TAGESSCHEIBE DAY WHEEL DEUTSCH GERMAN,206.73,Festpreis,6.87,0,1,206.73,5. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
#1630 ORIGINAL ROLEX T25-16 SUBMARINER 5508 JAMES BOND NEU MINT CRYSTAL,368.07,Festpreis,29.65,0,1,368.07,16. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1642 ORIGINAL ROLEX 24-603-8 KRONE  CROWN GOLD OYSTER DATEJUST 6mm,140.41,Festpreis,29.08,0,1,140.41,14. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
#1660 ORIGINAL ROLEX B24-700-0 TWINLOCK KRONE CROWN 7mm 1665 1680 5512 5513 6263,349.7,Festpreis,28.97,0,1,349.7,1. Dez 2025,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 5,3mm BREVETE KRONE & TUBUS CROWN TUBE STAHL OYSTER 6202",197.83,Festpreis,64.29,0,1,197.83,5. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
#1665 ORIGINAL ROLEX 24-600-0 KRONE & 2x TUBUS CROWN TUBE OYSTER DATEJUST 6mm,180.56,Festpreis,29.09,0,1,180.56,15. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
#1665 ORIGINAL ROLEX 24-600-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER DATEJUST 6mm,193.38,Festpreis,29.52,0,1,193.38,7. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1665 ORIGINAL ROLEX 24-600-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER DATEJUST 6mm,122.74,Festpreis,28.83,0,1,122.74,2. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm B",123.64,Festpreis,6.96,0,1,123.64,17. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 5,3mm BREVETE KRONE & TUBUS CROWN TUBE STAHL OYSTER 6202",185.79,Festpreis,6.94,0,1,185.79,27. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm D",110.77,Festpreis,29.21,0,1,110.77,7. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm F",130.37,Festpreis,29.08,0,1,130.37,14. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm K",129.48,Festpreis,28.89,0,1,129.48,10. Jun 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm K",133.87,Festpreis,7.16,0,1,133.87,29. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm K",115.77,Festpreis,7,0,1,115.77,22. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm K",130.37,Festpreis,6.97,0,1,130.37,19. Mai 2026,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm L",129.57,Festpreis,28.9,0,1,129.57,26. Nov 2025,-,FALSE,terapeak_rolex_original_p18.html
"#1665 ORIGINAL ROLEX 24-531-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm E",130.04,Festpreis,29.01,0,1,130.04,4. Jun 2026,-,FALSE,terapeak_rolex_original_p18.html
#1665 ORIGINAL ROLEX 24-603-8 KRONE  CROWN GOLD OYSTER DATEJUST 6mm,142.65,Festpreis,7.08,0,1,142.65,26. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
#1691 ORIGINAL ROLEX 116506 DAYTONA PLATIN PLATINUM LINK GLIED BANDELEMENT OYSTE,1483.04,Festpreis,25.57,0,1,1483.04,12. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1691 ORIGINAL ROLEX OYSTER BANDGLIED 16220 16710 16700 16760 14270 16570 78360,101.41,Festpreis,7.05,0,1,101.41,29. Dez 2025,-,FALSE,terapeak_rolex_original_p18.html
#1691 ORIGINAL ROLEX OYSTER BANDGLIED 16220 16710 16700 16760 14270 16570 78360,100.95,Festpreis,7.01,0,1,100.95,6. Jan 2026,-,FALSE,terapeak_rolex_original_p18.html
#1758 ORIGINAL ROLEX ZIFFERBLATT SUBMARINER DATE 16613 16803 FADED 3135 3035,230.06,Festpreis,6.95,0,1,230.06,11. Mrz 2026,-,FALSE,terapeak_rolex_original_p18.html
#1778 ORIGINAL ROLEX 25-117 ACRYLGLAS 1500 1501 DATE 1625 TURNOGRAPH 5700 USED,90.77,Festpreis,29.25,0,1,90.77,14. Mai 2026,-,FALSE,terapeak_rolex_original_p18.html
#1778 ORIGINAL ROLEX 3155 3156 DAY DATE TAGESSCHEIBE DAY WHEEL DEUTSCH GERMAN,224.98,Festpreis,7.11,0,1,224.98,13. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1778 ORIGINAL ROLEX 3155 3156 DAY DATE TAGESSCHEIBE DAY WHEEL DEUTSCH GERMAN,217.3,Festpreis,6.87,0,1,217.3,31. Mrz 2026,-,FALSE,terapeak_rolex_original_p18.html
#1811 ORIGINAL ROLEX 4130 - 360 SEKUNDENRAD WHEEL SECOND DAYTONA 116520,82.1,Festpreis,7.13,0,1,82.1,10. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1811 USED ROLEX 25-116 ACRYLGLAS 1675 16750 1655 PLEXY ORIGINAL,132.31,Festpreis,29.52,0,1,132.31,10. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
"#A19 NEU ORIGINAL ROLEX 15,4mm BANDGLIED OYSTER SUBMARINER 116610 114060 97200",98.09,Festpreis,34.71,0,1,98.09,2. Feb 2026,-,FALSE,terapeak_rolex_original_p18.html
#1875 ORIGINAL ROLEX 24-603-8 KRONE  CROWN GOLD OYSTER DATEJUST 6mm,152.01,Festpreis,6.95,0,1,152.01,6. Mrz 2026,-,FALSE,terapeak_rolex_original_p19.html
#1876 USED ORIGINAL ROLEX 24-700-0 TWINLOCK KRONE CROWN GOLD 7mm 5513 5512 1680,295.07,Festpreis,28.52,0,1,295.07,14. Mrz 2026,-,FALSE,terapeak_rolex_original_p19.html
Rolex Krone Crown 24-530/531/ 600/603/604/ 703/704 Original,71.01,Festpreis,13.83,0,4,284.02,8. Aug 2024,-,FALSE,terapeak_rolex_original_p2.html
ORIGINAL ROLEX 3135 - 432 - G1 UNRUH BALANCE HAIRSPRING ROLLER SET EINBAUFERTIG,349.67,Festpreis,23.85,0,4,1398.66,8. Jan 2025,-,FALSE,terapeak_rolex_original_p2.html
#1302 ORIGINAL ROLEX 3135 315 FEDERHAUS BARREL COMPLETE FEDERKERN ZUGFEDER,45.9,Festpreis,11.88,0,4,183.61,18. Feb 2026,-,FALSE,terapeak_rolex_original_p2.html
#A19 ORIGINAL ROLEX EDELSTAHL BANDGLIED GLIED 116500 116520 DAYTONA COSMOGRAPH,93.98,Festpreis,12.29,0,5,469.91,17. Jul 2025,-,FALSE,terapeak_rolex_original_p2.html
"#1462 ORIGINAL ROLEX 15,5mm BANDGLIED OYSTER LINK MASSIV EDELSTAHL DAYTONA GMT",99.1,Festpreis,11.2,0,4,396.39,26. Mrz 2025,-,FALSE,terapeak_rolex_original_p2.html
ORIGINAL ROLEX MINT Original Steel 703 Crown 5513 1680 Submariner,172.7,Festpreis,8.85,0,3,518.1,24. Mai 2024,-,FALSE,terapeak_rolex_original_p2.html
Original ROLEX Submariner 24-703-0  24-704-0 GMT Original TUBUS TUBE Steel Stahl,73.81,Festpreis,14.63,0,4,295.27,26. Apr 2024,-,FALSE,terapeak_rolex_original_p2.html
"ROLEX Datejust 24 530 8 Lady TUBE 18k GOLD Original KRONE CROWN 5,3mm Tubus",162.57,Festpreis,15.76,0,3,487.7,6. Jun 2024,-,FALSE,terapeak_rolex_original_p2.html
ROLEX DATEJUST 24-600 Original KRONE CROWN 6mm GMT Steel Stahl,145.91,Festpreis,10.36,0,3,437.74,6. Jun 2026,-,FALSE,terapeak_rolex_original_p2.html
Original ROLEX Dichtung für Gehäuseboden - verschiedene Größen,22.35,Festpreis,0,100,4,89.37,29. Apr 2026,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Tubus mit Dichtung Tube with gasket 24-6020 Stahl Steel original vintage,68.88,Festpreis,10.94,0,3,206.64,22. Mai 2026,-,FALSE,terapeak_rolex_original_p2.html
"Original Rolex Glied Oyster Stahl 15,5mm",70.92,Festpreis,12.13,0,5,354.59,4. Aug 2024,-,FALSE,terapeak_rolex_original_p2.html
Original Rolex Krone 7mm Stahl für Submariner 16 610 / Daytona 16 520,83.15,Festpreis,5.82,33,3,249.47,24. Mrz 2026,-,FALSE,terapeak_rolex_original_p2.html
Original Rolex Krone 6 mm Stahl für Date Just  oder Date B24-600-0-G1 neu,250.66,Festpreis,6.13,67,3,751.96,17. Sep 2025,-,FALSE,terapeak_rolex_original_p2.html
Original Rolex Lünette für GMT 315-16700-11 NEU,171.44,Festpreis,15.65,67,3,514.33,21. Sep 2024,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Hang Tag Siegel Rot 3 Crown Hologram Anhänger original,20.13,Festpreis,6.7,0,3,60.4,26. Feb 2026,-,FALSE,terapeak_rolex_original_p2.html
ORIGINAL ROLEX 3135 - 432 - G1 UNRUH BALANCE HAIRSPRING ROLLER SET EINBAUFERTIG,361.46,Festpreis,6.4,0,3,1084.38,29. Sep 2023,-,FALSE,terapeak_rolex_original_p2.html
#791 ORIGINAL ROLEX 24-7030 TUBUS TUBE STAHL OYSTER 7mm für 24-703 / 24-704,37.27,Festpreis,13.69,0,3,111.81,12. Apr 2025,-,FALSE,terapeak_rolex_original_p2.html
#622 ORIGINAL ROLEX 3035 DATUMSSCHEIBE DATE DISC WEIß WHITE OPEN 6 & 9 VINTAGE,122.36,Festpreis,13.91,0,3,367.07,10. Okt 2025,-,FALSE,terapeak_rolex_original_p2.html
#1811 USED ROLEX 25-118 ACRYLGLAS 1601 1603 1600 1608 DATEJUST PLEXY ORIGINAL,68.11,Festpreis,21.55,0,3,204.32,16. Jun 2026,-,FALSE,terapeak_rolex_original_p2.html
ROLEX DATEJUST 24-604-0 24-603-0 GMT Original KRONE CROWN Steel Stahl 6MM,127.47,Festpreis,26.14,0,4,509.87,28. Sep 2023,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Submariner GMT 24-704-0 703  + TUBE TUBUS Original KRONE CROWN Steel Stahl,163.4,Festpreis,8.44,0,3,490.22,20. Feb 2024,-,FALSE,terapeak_rolex_original_p2.html
ROLEX DATEJUST 24-600 Original KRONE CROWN 6mm GMT Steel Stahl,129.23,Festpreis,5.47,0,2,258.45,25. Okt 2023,-,FALSE,terapeak_rolex_original_p2.html
"ROLEX Bubbleback 241 24-5-1 18k GOLD Original KRONE CROWN 5,2mm",242.52,Festpreis,16.23,0,2,485.03,23. Jan 2026,-,FALSE,terapeak_rolex_original_p2.html
ORIGINAL ROLEX MINT Original Steel 703 Crown 5513 1680 Submariner,177.37,Festpreis,11.71,0,2,354.74,10. Jun 2026,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Datejust 24 604 8 TUBE 18k GOLD Original KRONE CROWN 6mm Yellow,261.31,Festpreis,5.47,0,2,522.62,14. Mrz 2025,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Datejust 24 24-531 8 Original KRONE CROWN 5mm MONO GOLD Lady,132.21,Festpreis,11.17,0,2,264.41,21. Jul 2025,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Datejust 24 604 8 MONO 18k GOLD Original KRONE CROWN 6mm Yellow,265.72,Festpreis,6.33,0,2,531.43,5. Jun 2026,-,FALSE,terapeak_rolex_original_p2.html
"Rolex Balance Staff 1530-7864,  Bestellung, NEU - Original Rolex 1pc     (RO-32)",45.71,Festpreis,13.55,0,2,91.42,26. Aug 2023,-,FALSE,terapeak_rolex_original_p2.html
"Original ROLEX Federkern B2130-307-Y1 für 2130, 2135",100.85,Festpreis,10.05,0,2,201.69,7. Jan 2026,-,FALSE,terapeak_rolex_original_p2.html
"Original ROLEX Stoßsicherung B7931-Y5 für 1530, 1600, 3035",120.31,Festpreis,9.98,0,2,240.62,28. Apr 2026,-,FALSE,terapeak_rolex_original_p2.html
NEU ORIGINAL ROLEX BANDGLIED OYSTER PERPETUAL,62.02,Festpreis,4.94,0,2,124.03,20. Dez 2024,-,FALSE,terapeak_rolex_original_p2.html
Original ROLEX Lagerstein B3135-9360-G5 für 3135,45.22,Festpreis,10.01,0,2,90.43,14. Jan 2026,-,FALSE,terapeak_rolex_original_p2.html
Omega cal 300.1321 balance staff neu original  (Z478),18.64,Festpreis,6.79,0,3,55.92,9. Jan 2025,-,FALSE,terapeak_rolex_original_p2.html
ROLEX Tubus mit Dichtung Tube with gasket 24-6020 Stahl Steel original,65.6,Festpreis,12.66,0,2,131.2,15. Mrz 2024,-,FALSE,terapeak_rolex_original_p2.html
Original Rolex 2230 / 2235 - 568 Rotor Achse (Axle for oscillating weight),49.56,Festpreis,0,100,2,99.13,24. Mrz 2026,-,FALSE,terapeak_rolex_original_p3.html
Rolex 25-318-1 Milgauss Green Crystal Glass 116400GV mit Original Dichtung,189.46,Festpreis,25.19,0,2,378.92,23. Dez 2025,-,FALSE,terapeak_rolex_original_p3.html
