item_number,title,price_eur,currency,condition,seller_type,sold_date_iso,sold_date_raw,is_sold,shipping_eur,free_shipping,best_offer,location,seller,url,source_page
135726619852,Gehäuseöffner Für Rolex Uhren Uhrmacherwerkzeug Sets Für Gerillte Gehäuseböden~,13.99,EUR,Neu,Gewerblich,2026-06-30,30. Jun 2026,1,0.0,1,0,,"carclipsocket2412 99,4% positiv (20.727)",https://www.ebay.de/itm/135726619852,ebay_sold_p3.html
227213163297,Guter Zustand Rolex 2230-432 grau gebraucht Unruh 2230 2235 Balance,240.9,EUR,Gebraucht,Gewerblich,2026-06-30,30. Jun 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",*rarecollections 100% positiv (1.384),https://www.ebay.de/itm/227213163297,ebay_sold_p3.html
406337456570,"#1665 ORIGINAL ROLEX 24-530-0 KRONE & TUBUS CROWN TUBE STAHL OYSTER 5,3mm M",129.99,EUR,Gebraucht,Gewerblich,2026-06-30,30. Jun 2026,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/406337456570,ebay_sold_p3.html
374310305553,"Original Rolex Krone 6 mm Stahl für Ref. 1400, 1500, 1600, 16000 gebraucht",99.0,EUR,Gebraucht,Gewerblich,2026-06-30,30. Jun 2026,1,0.0,1,0,,"sandtuhr 99,8% positiv (54.529)",https://www.ebay.de/itm/374310305553,ebay_sold_p3.html
267708289218,Rolex Air King 34mm Türkis Zifferblatt Ref. 14000,170.0,EUR,Neu (Sonstige),Privat,2026-06-30,30. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",giacoromel 100% positiv (76),https://www.ebay.de/itm/267708289218,ebay_sold_p3.html
186388984162,SAPHIRGLAS 25-295 C FÜR ROLEX DATEJUST - SUBMARINER - GMT - EXPLORER 2 - YACH,23.0,EUR,Neu,Gewerblich,2026-06-30,30. Jun 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchparts-italy 99,5% positiv (3.454)",https://www.ebay.de/itm/186388984162,ebay_sold_p3.html
327236761339,70’s Rolex Pepsi Insert Fat Font Red Back for GMT-Master Ref. 1675,1250.0,EUR,Gebraucht,Privat,2026-06-30,30. Jun 2026,1,59.0,0,0,"Sofort-Kaufen +EUR 59,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",kafefouete72 100% positiv (66),https://www.ebay.de/itm/327236761339,ebay_sold_p3.html
398026375615,Rolex 2030 - 4442 Ressort friction de roue de couronne - Friction spring,34.5,EUR,Gebraucht,Gewerblich,2026-06-24,24. Jun 2026,1,9.0,0,0,"Sofort-Kaufen +EUR 9,00 Lieferung  Frankreich Letzter Artikel Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","manz15 99,5% positiv (8.231)",https://www.ebay.de/itm/398026375615,ebay_sold_p3.html
188462068937,Little Mickey At’9 Precision 6694 Zifferblatt Zifferblatt Kaliber 1520,299.0,EUR,Neu (Sonstige),Gewerblich,2026-06-30,30. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",debswatch 100% positiv (37),https://www.ebay.de/itm/188462068937,ebay_sold_p3.html
173164201618,Armbandglied Stahl gebürstet/poliert kompatibel zum Rolex Jubilé 6251 H 20 mm,49.95,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,0.0,1,0,,watchparts24 100% positiv (71.339),https://www.ebay.de/itm/173164201618,ebay_sold_p3.html
396244983648,ROLEX 2130 - 0915-1 Chaton de balancier - In Einstellung für Balance,51.75,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,9.0,0,0,"Sofort-Kaufen +EUR 9,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","manz15 99,5% positiv (8.231)",https://www.ebay.de/itm/396244983648,ebay_sold_p3.html
277802969178,Rolex Katalog  2019-2020 mit Preisliste,19.9,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,0.0,1,0,,fargoklonk 100% positiv (649),https://www.ebay.de/itm/277802969178,ebay_sold_p3.html
389499747877,ORIGINAL ROLEX 1500 1501 GEHÄUSE CASE & DIAL & HANDS OYSTER PERPETUAL DATE 1965,349.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,9.9,0,1,,vintagerlx 100% positiv (70),https://www.ebay.de/itm/389499747877,ebay_sold_p3.html
198446663556,Original Rolex Kaliber 3135-145 Automatikgruppe,292.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,7.0,0,0,"7 Gebote +EUR 24,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",thecostantino2012 100% positiv (230),https://www.ebay.de/itm/198446663556,ebay_sold_p3.html
204895654848,Rolex Submariner Tropical Vintage 16613 16618 16803 Zeiger Set,599.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",watchmydial 100% positiv (460),https://www.ebay.de/itm/204895654848,ebay_sold_p3.html
205678782521,Rolex 2030-4424 Riesenrad Great Wheel Original Ersatzteile,30.0,EUR,Neu (Sonstige),Gewerblich,2026-06-29,29. Jun 2026,1,14.99,0,0,"Sofort-Kaufen +EUR 14,99 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",lookatvintagetime 100% positiv (420),https://www.ebay.de/itm/205678782521,ebay_sold_p3.html
188339231349,Rolex 3135 - 410 Escape Wheel (ORIGINAL/ORIGINAL),30.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","ecol3265 97,9% positiv (655)",https://www.ebay.de/itm/188339231349,ebay_sold_p3.html
398094721481,Rolex Oyster Perpetual Zifferblatt Schwarz Explorer Style Ref 1002 Cal 1570 X12,50.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,1.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721481,ebay_sold_p3.html
398094721433,Rolex Oysterdate Precision Zifferblatt Silber Ref 6694 Cal 1225 27mm Dial X11,50.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,1.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721433,ebay_sold_p3.html
398094721435,Original Rolex Oyster Perpetual Zifferblatt Schwarz 3-6-9 Refurbished 1002 X10,50.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,1.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721435,ebay_sold_p3.html
398094721431,Original Rolex Datejust Medium 31mm Zifferblatt Weiß Römisch Gold Cal. 2135 X5,50.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,1.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721431,ebay_sold_p3.html
234685521004,Extrem seltenes Rolex Nos Stick Zifferblatt für Modell GMT Master 2 Ref 16713 16718,2499.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,49.0,0,1,"oder Preisvorschlag +EUR 49,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",spareswatch 100% positiv (556),https://www.ebay.de/itm/234685521004,ebay_sold_p3.html
398094721489,Original Rolex Oyster Perpetual Zifferblatt Schwarz Aufgefrischt Ref. 1002 X6,50.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,1.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721489,ebay_sold_p3.html
398094721485,Original Rolex Oyster Precision Zifferblatt Silber Sunbeam Vintage 6426 X3,62.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,4.0,0,0,,"strolchi007 99,3% positiv (1.336)",https://www.ebay.de/itm/398094721485,ebay_sold_p3.html
336637011509,"Rolex GMT-Master Zifferblatt schwarz „Swiss only“ dial, 16700, 16710, 16750,",439.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,0.0,1,1,,wauzi8 100% positiv (715),https://www.ebay.de/itm/336637011509,ebay_sold_p3.html
404523728466,#933 NOS ROLEX 1225 7595 DATUM FEDER DATEDISC WORKING 1210 1220 1200 1215 PART,89.0,EUR,Gebraucht,Gewerblich,2025-12-11,11. Dez 2025,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/404523728466,ebay_sold_p3.html
389993000818,Rolex 24-600-8 Gold Krone Gold Crown 1601 | 1803 | 1501 NOS Original,299.0,EUR,Neu (Sonstige),Gewerblich,2026-06-29,29. Jun 2026,1,12.5,0,1,"oder Preisvorschlag +EUR 12,50 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",only_quality_stuff_new2026 100% positiv (48),https://www.ebay.de/itm/389993000818,ebay_sold_p3.html
117257841312,Rolex Katalog Uhrenkatalog 2017 - 2018 incl. Preisliste in Euro Deutschland,4.95,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,1.0,0,0,,m.o.d.67 100% positiv (889),https://www.ebay.de/itm/117257841312,ebay_sold_p3.html
167415582017,GILT 1:1 ETA 2836 2824 Watch Hands for Rolex 6538 Big Crown Submariner Handset,120.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,5.49,0,1,,letsbuyit2236 100% positiv (559),https://www.ebay.de/itm/167415582017,ebay_sold_p3.html
160320535220,Passend für Rolex 3135 Antriebsrad für Ratschenrad Teil # 510,36.48,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,13.66,0,0,"Sofort-Kaufen +EUR 13,66 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchpartusa 99,8% positiv (44.142)",https://www.ebay.de/itm/160320535220,ebay_sold_p3.html
127835583168,Original ROLEX NOS GMT Inlay Bezel Lünette 16713 16718 Insert Root Tiger Gold,320.0,EUR,Neu (Sonstige),Gewerblich,2026-06-29,29. Jun 2026,1,6.9,0,1,,almawatches 100% positiv (3.677),https://www.ebay.de/itm/127835583168,ebay_sold_p3.html
227012456745,Rolex 4030-240 Neu NEW Blister X1 Stück Schieberitzelwaage Yoke,141.9,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",*rarecollections 100% positiv (1.384),https://www.ebay.de/itm/227012456745,ebay_sold_p3.html
127782354426,Rolex GMT Master Lünette Pepsi - 16710 / 16760 / 16700,400.0,EUR,Neu (Sonstige),Gewerblich,2026-06-29,29. Jun 2026,1,0.0,1,0,,"chronext_shop 97,9% positiv (542)",https://www.ebay.de/itm/127782354426,ebay_sold_p3.html
204793963017,"Rolex Caliber 1530,1570-7883 Setting Lever Jumper Movement Genuine used (R295A)",40.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,5.0,0,0,,kian-werke 100% positiv (7.720),https://www.ebay.de/itm/204793963017,ebay_sold_p3.html
188207496695,Rolex 16610 16800 16600 Lancette Zeiger Submariner Sea Dweller Original Original,320.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","the-watchmaker 99,8% positiv (2.266)",https://www.ebay.de/itm/188207496695,ebay_sold_p3.html
188207562609,Rolex 16610 16600 16800 Lanzettenzeiger Original Original,320.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","the-watchmaker 99,8% positiv (2.266)",https://www.ebay.de/itm/188207562609,ebay_sold_p3.html
188207518171,Rolex 16610 16600 16800 Lanzettenzeiger Original Original,320.0,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","the-watchmaker 99,8% positiv (2.266)",https://www.ebay.de/itm/188207518171,ebay_sold_p3.html
277767866819,"Rolex 24-530-0 Krone Stahl Original 5,3mm",78.0,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,25.0,0,0,"Sofort-Kaufen +EUR 25,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",millerighetime_by_arriwatch 100% positiv (913),https://www.ebay.de/itm/277767866819,ebay_sold_p3.html
164554767274,Dichtungen komplett Kit Gaskets for Rolex Datejust 16200 - 16220 - 16233 - 16234,6.9,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,13.5,0,0,"Sofort-Kaufen +EUR 13,50 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sabaec 99,9% positiv (22.965)",https://www.ebay.de/itm/164554767274,ebay_sold_p3.html
336037626086,"FLUTED BEZEL RING WHITEGOLD PLATTED for ROLEX DATEJUST 36mm 1601, 16014",60.0,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,7.0,0,0,,old-crowns-com 100% positiv (289),https://www.ebay.de/itm/336037626086,ebay_sold_p3.html
168241748163,Original Rolex Aufzugswelle 3135-201 OEM - 3130 3155 3175 3185 3186 Winding Stem,13.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,2.89,0,1,,chronohaus 100% positiv (100),https://www.ebay.de/itm/168241748163,ebay_sold_p3.html
176643719965,Lünetten-Inlay schwarz/gold kompatibel zu Rolex GMT-Master I 1675/3 1675/8 16753,34.95,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,0.0,1,0,,watchparts24 100% positiv (71.339),https://www.ebay.de/itm/176643719965,ebay_sold_p3.html
178203333039,HOROTEC 07.305 Sortiment Tressen für Uhrenböden von Rolex und Tudor,67.31,EUR,Neu,Gewerblich,2026-06-29,29. Jun 2026,1,9.99,0,0,"Sofort-Kaufen +EUR 9,99 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","elisabeth9679 97,4% positiv (75.166)",https://www.ebay.de/itm/178203333039,ebay_sold_p3.html
195957141065,Rolex daytona 116528 sfera secondi centro rossa oro giallo 15-359 originale,175.0,EUR,Neu,Gewerblich,2025-12-02,2. Dez 2025,1,12.0,0,1,"Preisvorschlag akzeptiert +EUR 12,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sebi_1611 99,8% positiv (1.567)",https://www.ebay.de/itm/195957141065,ebay_sold_p3.html
226902741774,Wie Neu Rolex 3135-432 Blue Neu Full Unruh Parachrom Blue Balanc,548.9,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",*rarecollections 100% positiv (1.384),https://www.ebay.de/itm/226902741774,ebay_sold_p3.html
235904009584,Rolex Explorer 2 Anleitung Englisch,45.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,5.0,0,0,"Sofort-Kaufen +EUR 5,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",mohvr6 100% positiv (66),https://www.ebay.de/itm/235904009584,ebay_sold_p3.html
358733942181,Rolex/ Bucherer Werbegeschenk,30.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,5.19,0,0,,beatfein_0 100% positiv (95),https://www.ebay.de/itm/358733942181,ebay_sold_p3.html
147312412775,"Rolex 25-295 Vetro Sapphire Sapphire Glass GMT, DateJ, Sub 16610 16710 -Original",44.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,10.0,0,0,"Sofort-Kaufen +EUR 10,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",aderaldo_time 100% positiv (1),https://www.ebay.de/itm/147312412775,ebay_sold_p3.html
335070130643,"REPLACEMENT PART ROLEX ORIGINAL CALIBRE.3000-3035-3055-3075, REF.310",114.45,EUR,Neu (Sonstige),Gewerblich,2026-06-29,29. Jun 2026,1,16.0,0,0,"Sofort-Kaufen +EUR 16,00 Lieferung  Spanien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","dimar2018 99,8% positiv (11.466)",https://www.ebay.de/itm/335070130643,ebay_sold_p3.html
206141520913,rolex daytona dial silver racing quadrante 116519 116509 luminova original,830.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,30.0,0,1,"Preisvorschlag akzeptiert +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",stepe4532 100% positiv (538),https://www.ebay.de/itm/206141520913,ebay_sold_p3.html
307027902816,Rolex 6238 Service Case mit Originalpapier,1000.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,25.0,0,0,"Sofort-Kaufen +EUR 25,00 Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","aurelieconigli0 89,7% positiv (89)",https://www.ebay.de/itm/307027902816,ebay_sold_p3.html
325251442847,ROLEX Buch weiß Hardcover Katalog/Broschüre mit Preisliste top,11.8,EUR,Neu,Privat,2026-06-29,29. Jun 2026,1,3.5,0,1,,"podelinchen 93,8% positiv (393)",https://www.ebay.de/itm/325251442847,ebay_sold_p3.html
187037303502,"Original ROLEX Datumscheibe für 3155, champagner",349.95,EUR,Gebraucht,Gewerblich,2026-06-27,27. Jun 2026,1,0.0,1,0,,watchparts24 100% positiv (71.339),https://www.ebay.de/itm/187037303502,ebay_sold_p3.html
168455744094,Ultra Rare Genuine Rolex Tag Geneva Bienne Cosc Daytona Submariner Gmt year '70,140.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,15.0,0,1,"Preisvorschlag akzeptiert +EUR 15,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",caronda 100% positiv (1.037),https://www.ebay.de/itm/168455744094,ebay_sold_p3.html
317812897421,"Original Rolex Cal.1036 GMT für Rolex 6542 Wheel Kit (7100,7101,7102,7061,7062)",1400.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,65.0,0,0,"Sofort-Kaufen +EUR 65,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",mttfnc 100% positiv (16),https://www.ebay.de/itm/317812897421,ebay_sold_p3.html
404635810648,#1027 ORIGINAL ROLEX GMT MASTER 2 CERAMIC 116710LN 116710  KERAMIK BEZEL LÜNETTE,488.74,EUR,Gebraucht,Gewerblich,2026-06-29,29. Jun 2026,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/404635810648,ebay_sold_p3.html
177768487539,"ROLEX - Broschüre, kleiner Katalog, 2013, mit Preisliste, Sprache Deutsch",9.0,EUR,Neu (Sonstige),Privat,2026-06-29,29. Jun 2026,1,1.8,0,0,,eoxonkel 100% positiv (119),https://www.ebay.de/itm/177768487539,ebay_sold_p3.html
800126396992,Rolex Katalog 2018-2019 mit Preisliste füe Rolex Liebhaber uns Samler,10.0,EUR,Gebraucht,Privat,2026-06-29,29. Jun 2026,1,0.0,1,0,,dazale_75 100% positiv (9),https://www.ebay.de/itm/800126396992,ebay_sold_p3.html
127937139314,Daytona 116520 Rolex Original Lünette,188.07,EUR,Gebraucht,Gewerblich,2026-06-25,25. Jun 2026,1,0.0,1,0,"Sofort-Kaufen +EUR 17,44 Lieferung  Japan Kostenloser Rückversand Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","j_popular_shop 99,3% positiv (1.606)",https://www.ebay.de/itm/127937139314,ebay_sold_p3.html
127937139139,"Rolex Explorer II, weißes Zifferblatt",168.0,EUR,Gebraucht,Gewerblich,2026-06-23,23. Jun 2026,1,0.0,1,0,"Sofort-Kaufen +EUR 17,44 Lieferung  Japan Kostenloser Rückversand Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","j_popular_shop 99,3% positiv (1.606)",https://www.ebay.de/itm/127937139139,ebay_sold_p3.html
186397421933,"ROLEX 3135-5452 SCHRAUBE FÜR SPIRALFEDERZAUM 5452, VITE DE BRIDA DEL SPIRALE SWI",15.5,EUR,Neu,Gewerblich,2026-06-28,28. Jun 2026,1,13.0,0,0,"Sofort-Kaufen +EUR 13,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchparts-italy 99,5% positiv (3.454)",https://www.ebay.de/itm/186397421933,ebay_sold_p3.html
168352797747,Rolex Air King Precision Vintage 5500 Dial Case 34mm Kugeln Cal 1520,650.0,EUR,Gebraucht,Privat,2026-06-28,28. Jun 2026,1,20.0,0,1,"Preisvorschlag akzeptiert +EUR 20,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",ricambi-vintage 100% positiv (28),https://www.ebay.de/itm/168352797747,ebay_sold_p3.html
366345441600,ROLEX OYSTER STAHL/GOLD ARMBAND FALTSCHLIESSE 16MM 78793 VINTAGE SCHÖN WIE NEU 2,1099.0,EUR,Gebraucht,Gewerblich,2026-06-28,28. Jun 2026,1,0.0,1,1,,"luxus-freund24 99,5% positiv (41.881)",https://www.ebay.de/itm/366345441600,ebay_sold_p3.html
405196550373,"#1355 NEU ORIG. ROLEX 15,4mm BANDGLIED OYSTER GMT EXPLORER 14270 16710 16760",149.99,EUR,Gebraucht,Gewerblich,2025-12-06,6. Dez 2025,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/405196550373,ebay_sold_p3.html
389909214779,Rolex Lancette Vintage Explorer / Submariner,110.52,EUR,Gebraucht,Privat,2026-06-28,28. Jun 2026,1,12.0,0,1,"Preisvorschlag akzeptiert +EUR 12,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",tomatime 100% positiv (50),https://www.ebay.de/itm/389909214779,ebay_sold_p3.html
406695617997,#1834 ORIGINAL ROLEX 24-603-0 KRONE  CROWN STAHL OYSTER DATEJUST 6mm,139.99,EUR,Gebraucht,Gewerblich,2026-06-28,28. Jun 2026,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/406695617997,ebay_sold_p3.html
188537744973,Zifferblatt Zifferblatt blau Zirkonia passend für Rolex Datejust 1601 1603 Cal. 1570,269.0,EUR,Neu (Sonstige),Gewerblich,2026-06-28,28. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",debswatch 100% positiv (37),https://www.ebay.de/itm/188537744973,ebay_sold_p3.html
188378182491,Zifferblatt Zifferblatt Türkis Zirkonia Rolex Datejust 1601 1603 Cal. 1570,249.0,EUR,Neu (Sonstige),Gewerblich,2026-06-28,28. Jun 2026,1,30.0,0,1,"oder Preisvorschlag +EUR 30,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",debswatch 100% positiv (37),https://www.ebay.de/itm/188378182491,ebay_sold_p3.html
407011275767,ROLEX KALENDER CARD 1976 - Daytona - Submariner - Milgauss - GMT Master - Explor,150.0,EUR,Neu (Sonstige),Privat,2026-06-28,28. Jun 2026,1,1.0,0,0,"1 Gebot +EUR 3,00 Lieferung  Österreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","herzb78 98,2% positiv (53)",https://www.ebay.de/itm/407011275767,ebay_sold_p3.html
205131501680,Rolex Submariner 16610 16800 Creme Vintage Zeiger Set,499.0,EUR,Gebraucht,Gewerblich,2026-06-28,28. Jun 2026,1,29.0,0,1,"oder Preisvorschlag +EUR 29,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",watchmydial 100% positiv (460),https://www.ebay.de/itm/205131501680,ebay_sold_p3.html
310127072378,Leuchtzeiger für Rolex Kaliber 1530 1560 1570 Oyster Perpetual,25.02,EUR,Neu,Gewerblich,2026-06-28,28. Jun 2026,1,13.29,0,0,"Sofort-Kaufen +EUR 13,29 Lieferung  Vereinigte Staaten von Amerika Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","watchpartusa 99,8% positiv (44.142)",https://www.ebay.de/itm/310127072378,ebay_sold_p3.html
405065576371,#1302 ROLEX 3135-105 PLATINE FEDERHAUS BRÜCKE BARREL BRIDGE WERKSPLATINE PART,62.6,EUR,Gebraucht,Gewerblich,2025-12-05,5. Dez 2025,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/405065576371,ebay_sold_p3.html
157957638285,Rolex Daytona 4130 - Technical Manual Oiling - Watchmaker Repair Service Guide,19.9,EUR,Neu,Privat,2026-06-28,28. Jun 2026,1,0.0,1,1,oder Preisvorschlag Gratis Lieferung  Frankreich Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen,joshua07g 100% positiv (155),https://www.ebay.de/itm/157957638285,ebay_sold_p3.html
206114650457,ROLEX LÜNETTE BEZEL DAYTONA HERREN UHR  116528 GOLD TOP ZUSTAND R12,1999.0,EUR,Gebraucht,Gewerblich,2026-06-28,28. Jun 2026,1,0.0,1,1,,"luxus-freund24 99,5% positiv (41.881)",https://www.ebay.de/itm/206114650457,ebay_sold_p3.html
197063478921,Rolex 31A-116618 DOT Subamriner 116613 116618 oro kit pallino luminoso completo,190.0,EUR,Neu,Gewerblich,2025-08-06,6. Aug 2025,1,12.0,0,1,"oder Preisvorschlag +EUR 12,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen","sebi_1611 99,8% positiv (1.567)",https://www.ebay.de/itm/197063478921,ebay_sold_p3.html
178242009223,Rolex Katalog 2021 incl. Preisliste,7.0,EUR,Neu (Sonstige),Privat,2026-06-28,28. Jun 2026,1,1.0,0,0,,edel1901 100% positiv (793),https://www.ebay.de/itm/178242009223,ebay_sold_p3.html
406187236050,#1631 ROLEX OYSTER BANDGLIED GLIED 116500 116710 116520 116200 116234 116264,129.99,EUR,Gebraucht,Gewerblich,2026-06-28,28. Jun 2026,1,6.95,0,0,,state_of_time 100% positiv (3.803),https://www.ebay.de/itm/406187236050,ebay_sold_p3.html
800154313499,Set 16200 Brillanten Zifferblatt und Ring,500.0,EUR,Neu (Sonstige),Privat,2026-06-28,28. Jun 2026,1,25.0,0,1,"Preisvorschlag akzeptiert +EUR 25,00 Lieferung  Italien Ähnliche aktive Angebote ansehen Solch einen Artikel verkaufen",fa_628642 100% positiv (18),https://www.ebay.de/itm/800154313499,ebay_sold_p3.html
226889784394,Original Rolex Katalog 2021 - 2022 + Preisliste D 01 / 2022  NEU,12.99,EUR,Neu,Gewerblich,2026-06-28,28. Jun 2026,1,0.0,1,1,,"vk-games-resell 99,4% positiv (636)",https://www.ebay.de/itm/226889784394,ebay_sold_p3.html
